pm25,pm10,no2,o3,so2,co,temp,rhum,wspd,pres,coco,pm25_AQI,pm10_AQI,no2_AQI,o3_AQI,so2_AQI,overall_AQI
38.0,382.1195,60.180897,32.163433,10.781937,897.7556,36.1,48.0,9.3,1002.8,4.0,4.0,6.0,2.0,1.0,1.0,6.0
38.0,398.69254,63.72523,33.424835,10.689663,918.0664,38.1,45.0,0.0,1002.1,3.0,4.0,6.0,2.0,1.0,1.0,6.0
31.0,398.69254,63.72523,33.424835,10.689663,918.0664,38.5,43.0,9.3,1001.8,3.0,4.0,6.0,2.0,1.0,1.0,6.0
35.0,398.69254,44.31,30.75,23.1,918.0664,39.2,41.0,9.3,1001.0,3.0,4.0,6.0,2.0,1.0,1.0,6.0
40.690666,139.01866,27.791876,29.199677,12.4668,916.1484,40.3,42.0,11.2,1000.6,3.0,4.0,5.0,1.0,1.0,1.0,5.0
38.0,378.71762,59.77176,32.931976,11.979434,917.9188,39.9,43.0,9.3,999.8,2.0,4.0,6.0,2.0,1.0,1.0,6.0
51.0,378.71762,59.77176,32.931976,11.979434,917.9188,39.4,44.0,7.4,999.0,2.0,5.0,6.0,2.0,1.0,1.0,6.0
55.0,378.71762,59.77176,32.931976,11.979434,917.9188,40.5,40.0,5.4,997.5,2.0,5.0,6.0,2.0,1.0,1.0,6.0
57.0,378.71762,59.77176,32.931976,11.979434,917.9188,38.1,47.0,5.5,998.7,2.0,5.0,6.0,2.0,1.0,1.0,6.0
50.0,378.71762,59.77176,32.931976,11.979434,917.9188,37.3,50.0,3.7,999.2,2.0,4.0,6.0,2.0,1.0,1.0,6.0
50.5,229.0,26.8,3.0,6.4,981.9121,34.7,54.0,14.8,999.6,2.0,1.0,6.0,1.0,1.0,1.0,6.0
51.0,386.19366,64.140465,28.811636,11.002973,1006.1923,34.3,56.0,11.1,1000.0,3.0,5.0,6.0,2.0,1.0,1.0,6.0
46.0,386.19366,64.140465,28.811636,11.002973,1006.1923,33.8,58.0,9.3,1000.5,3.0,4.0,6.0,2.0,1.0,1.0,6.0
46.0,386.19366,64.140465,28.811636,11.002973,1006.1923,34.1,58.0,7.6,1001.3,3.0,4.0,6.0,2.0,1.0,1.0,6.0
46.0,386.19366,64.140465,28.811636,11.002973,1006.1923,33.1,62.0,5.5,1000.7,2.0,4.0,6.0,2.0,1.0,1.0,6.0
49.0,386.19366,64.140465,28.811636,11.002973,1006.1923,32.8,63.0,3.7,1000.5,2.0,4.0,6.0,2.0,1.0,1.0,6.0
44.0,386.19366,64.140465,28.811636,11.002973,1006.1923,32.5,66.0,5.4,1000.6,2.0,4.0,6.0,2.0,1.0,1.0,6.0
44.0,395.73453,66.28038,29.620453,10.767149,977.35004,32.4,63.0,5.5,1000.7,3.0,4.0,6.0,2.0,1.0,1.0,6.0
44.0,406.768,62.694046,30.953447,10.767149,932.3333,32.1,63.0,5.5,1000.8,3.0,4.0,6.0,2.0,1.0,1.0,6.0
44.347332,445.1,22.995714,21.094286,12.328,997.1429,31.5,65.0,9.4,1000.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
28.26,13.8,16.7,15.2675,10.923234,1602.5,32.6,61.0,7.4,1000.9,3.0,4.0,1.0,1.0,1.0,1.0,4.0
30.0,377.215,56.102325,28.98844,10.923234,999.14935,33.5,59.0,7.4,1001.0,2.0,4.0,6.0,2.0,1.0,1.0,6.0
32.0,377.215,56.102325,28.98844,10.923234,999.14935,34.1,54.0,11.2,1001.0,2.0,4.0,6.0,2.0,1.0,1.0,6.0
35.0,377.215,56.102325,28.98844,10.923234,999.14935,35.8,52.0,9.3,1000.9,2.0,4.0,6.0,2.0,1.0,1.0,6.0
35.0,377.215,56.102325,28.98844,10.923234,999.14935,37.3,47.0,11.1,1000.6,2.0,4.0,6.0,2.0,1.0,1.0,6.0
34.0,377.215,56.102325,28.98844,10.923234,999.14935,38.7,42.0,13.0,1000.5,2.0,4.0,6.0,2.0,1.0,1.0,6.0
34.0,377.215,56.102325,28.98844,10.923234,999.14935,39.5,41.0,11.1,999.7,2.0,4.0,6.0,2.0,1.0,1.0,6.0
38.0,377.215,56.102325,28.98844,10.923234,999.14935,40.3,39.0,11.1,999.0,2.0,4.0,6.0,2.0,1.0,1.0,6.0
38.0,377.215,56.102325,28.98844,10.923234,999.14935,40.9,38.0,3.6,997.7,2.0,4.0,6.0,2.0,1.0,1.0,6.0
41.0,377.215,56.102325,28.98844,10.923234,999.14935,40.5,39.0,5.5,997.3,2.0,4.0,6.0,2.0,1.0,1.0,6.0
48.0,377.215,56.102325,28.98844,10.923234,999.14935,40.2,39.0,7.4,996.8,2.0,4.0,6.0,2.0,1.0,1.0,6.0
47.0,370.76727,26.905853,29.126642,10.923234,1170.0643,41.3,35.0,9.4,995.7,2.0,4.0,6.0,1.0,1.0,1.0,6.0
47.0,370.76727,26.905853,29.126642,10.923234,1170.0643,39.0,43.0,7.4,996.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
47.0,370.76727,26.905853,29.126642,10.923234,1170.0643,38.1,47.0,5.5,997.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
38.0,370.76727,26.905853,29.126642,10.923234,1170.0643,37.3,52.0,0.0,997.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
39.0,370.76727,26.905853,29.126642,10.923234,1170.0643,37.1,50.0,3.7,997.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.0,370.76727,26.905853,29.126642,10.923234,1170.0643,36.3,53.0,1.8,998.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.0,370.76727,26.905853,29.126642,10.923234,1170.0643,35.7,57.0,0.0,998.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
50.0,370.76727,26.905853,29.126642,10.923234,1170.0643,35.0,57.0,1.8,998.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
51.0,370.76727,26.905853,29.126642,10.923234,1170.0643,34.6,58.0,1.8,998.4,2.0,5.0,6.0,1.0,1.0,1.0,6.0
55.0,370.76727,26.905853,29.126642,10.923234,1170.0643,33.7,67.0,0.0,998.0,2.0,5.0,6.0,1.0,1.0,1.0,6.0
55.0,370.76727,26.905853,29.126642,10.923234,1170.0643,33.5,65.0,1.8,998.1,2.0,5.0,6.0,1.0,1.0,1.0,6.0
55.0,394.64398,27.270021,31.129065,11.836926,1141.1825,33.3,64.0,1.8,998.2,2.0,5.0,6.0,1.0,1.0,1.0,6.0
50.0,394.64398,27.270021,31.129065,11.836926,1141.1825,32.5,71.0,0.0,998.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
50.0,394.64398,27.270021,31.129065,11.836926,1141.1825,33.9,58.0,5.5,998.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.0,394.64398,27.270021,31.129065,11.836926,1141.1825,34.6,55.0,9.3,999.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
65.0,394.64398,27.270021,31.129065,11.836926,1141.1825,35.9,55.0,14.8,999.0,2.0,5.0,6.0,1.0,1.0,1.0,6.0
65.0,394.64398,27.270021,31.129065,11.836926,1141.1825,37.3,50.0,16.7,998.9,1.0,5.0,6.0,1.0,1.0,1.0,6.0
81.0,394.64398,27.270021,31.129065,11.836926,1141.1825,38.8,45.0,16.7,998.8,1.0,6.0,6.0,1.0,1.0,1.0,6.0
42.0,394.64398,27.270021,31.129065,11.836926,1141.1825,40.3,38.0,14.8,999.3,1.0,4.0,6.0,1.0,1.0,1.0,6.0
42.0,394.64398,27.270021,31.129065,11.836926,1141.1825,40.8,38.0,18.5,998.1,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.221176,189.10445,28.539024,30.614971,12.129042,1170.0803,41.4,37.0,16.7,997.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.276722,189.10445,28.539024,30.614971,12.129042,1170.0803,42.7,32.0,14.8,997.6,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.277245,194.13031,27.825344,31.385801,12.354944,1183.3837,42.2,33.0,14.8,996.9,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.399826,194.13031,27.825344,31.385801,12.354944,1183.3837,41.8,34.0,13.0,996.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.448174,194.13031,27.825344,31.385801,12.354944,1183.3837,41.9,32.0,11.2,995.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.497597,194.13031,27.825344,31.385801,12.354944,1183.3837,40.3,39.0,9.3,996.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.402065,194.13031,27.825344,31.385801,12.354944,1183.3837,39.2,44.0,7.4,996.4,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.304363,194.13031,27.825344,31.385801,12.354944,1183.3837,38.1,43.0,7.6,995.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.256138,187.5775,26.591011,24.084026,12.780768,1297.2809,37.3,47.0,7.4,996.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.090744,175.93118,27.745337,20.77693,13.522826,1375.6083,36.5,50.0,5.5,996.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.303574,175.93118,27.745337,20.77693,13.522826,1375.6083,35.9,52.0,0.0,997.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.50957,175.93118,27.745337,20.77693,13.522826,1375.6083,35.5,54.0,5.5,997.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.64824,175.93118,27.745337,20.77693,13.522826,1375.6083,35.2,55.0,5.5,997.6,2.0,4.0,6.0,1.0,1.0,1.0,6.0
37.0,238.0,17.8,4.4,8.5,1375.6083,34.5,59.0,0.0,996.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.839073,184.79816,26.502169,18.729813,12.685689,1375.6083,34.1,59.0,1.8,996.6,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.02227,184.79816,26.502169,18.729813,12.685689,1375.6083,33.6,60.0,5.5,997.1,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.08505,184.79816,26.502169,18.729813,12.685689,1375.6083,33.9,50.0,14.8,997.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.06081,184.79816,26.502169,18.729813,12.685689,1375.6083,33.9,57.0,9.3,998.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.992622,194.65912,24.353655,16.413637,12.55896,1357.9478,34.7,54.0,11.1,998.6,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.945427,212.98373,26.066265,17.285244,12.55896,1171.9304,35.7,40.0,16.6,998.7,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.049973,212.98373,26.066265,17.285244,12.55896,1171.9304,37.0,44.0,13.0,999.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.157307,212.98373,26.066265,17.285244,12.55896,1171.9304,38.4,40.0,14.8,999.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.15943,212.98373,26.066265,17.285244,12.55896,1171.9304,40.1,35.0,14.8,999.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.161617,212.98373,26.066265,17.285244,12.55896,1171.9304,40.5,36.0,14.8,998.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
36.67,215.47,16.35,9.7,0.6,1690.0,41.1,36.0,13.0,997.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
71.65,186.7,23.185,17.936666,10.86,635.0,41.7,36.0,7.6,996.9,2.0,5.0,6.0,1.0,1.0,1.0,6.0
48.37845,262.83154,18.774,33.879833,11.11913,865.0357,41.1,37.0,9.3,996.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.65167,256.26,14.736667,29.188334,18.89,1522.0,40.5,39.0,9.3,996.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
61.85423,245.14519,23.941786,45.256428,9.69375,751.14813,40.9,39.0,0.0,995.0,2.0,5.0,6.0,1.0,1.0,1.0,6.0
53.676,257.378,12.164,36.79,11.395768,1460.0,38.7,44.0,9.3,996.2,2.0,5.0,6.0,1.0,1.0,1.0,6.0
48.0084,229.45192,15.065,53.4996,9.234211,722.7269,37.7,47.0,7.4,996.7,2.0,4.0,6.0,1.0,2.0,1.0,6.0
42.0,226.51294,21.585695,25.381718,11.199263,1116.1702,37.7,51.0,7.6,996.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
35.0,226.51294,21.585695,25.381718,11.199263,1116.1702,35.9,54.0,7.4,997.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
35.0,226.51294,21.585695,25.381718,11.199263,1116.1702,35.2,57.0,7.4,998.4,2.0,4.0,6.0,1.0,1.0,1.0,6.0
44.0,226.51294,21.585695,25.381718,11.199263,1116.1702,28.1,89.0,9.4,999.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
39.0,226.51294,21.585695,25.381718,11.199263,1116.1702,34.1,61.0,9.3,998.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
39.0,226.51294,21.585695,25.381718,11.199263,1116.1702,33.7,62.0,9.3,998.7,2.0,4.0,6.0,1.0,1.0,1.0,6.0
67.0,226.51294,21.585695,25.381718,11.199263,1116.1702,29.9,81.0,11.2,999.3,2.0,5.0,6.0,1.0,1.0,1.0,6.0
67.0,226.51294,21.585695,25.381718,11.199263,1116.1702,29.7,80.0,9.3,999.7,25.0,5.0,6.0,1.0,1.0,1.0,6.0
21.0,226.51294,21.585695,25.381718,11.199263,1116.1702,29.7,79.0,9.3,999.7,4.0,3.0,6.0,1.0,1.0,1.0,6.0
21.0,226.51294,21.585695,25.381718,11.199263,1116.1702,30.5,78.0,11.2,1000.0,4.0,3.0,6.0,1.0,1.0,1.0,6.0
27.0,226.51294,21.585695,25.381718,11.199263,1116.1702,30.6,75.0,7.4,1000.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
40.905,109.89114,16.203928,35.71625,11.52175,900.0179,31.5,71.0,7.4,1000.5,3.0,4.0,5.0,1.0,1.0,1.0,5.0
37.395,96.02,7.816,27.836,11.226137,1538.0,31.7,73.0,7.6,1001.5,5.0,4.0,4.0,1.0,1.0,1.0,4.0
42.0,208.8619,20.308931,26.234304,11.226137,1133.3099,33.3,67.0,7.0,1003.0,5.0,4.0,6.0,1.0,1.0,1.0,6.0
42.0,208.8619,20.308931,26.234304,11.226137,1133.3099,35.0,61.0,7.4,1000.8,3.0,4.0,6.0,1.0,1.0,1.0,6.0
33.0,208.8619,20.308931,26.234304,11.226137,1133.3099,33.7,69.0,9.4,1001.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
31.0,208.8619,20.308931,26.234304,11.226137,1133.3099,35.3,63.0,9.4,1002.0,5.0,4.0,6.0,1.0,1.0,1.0,6.0
40.0,208.8619,18.59457,25.911755,10.146694,1133.3099,37.9,52.0,9.3,999.3,3.0,4.0,6.0,1.0,1.0,1.0,6.0
51.0,214.23445,17.887085,25.658838,9.914684,1153.052,38.1,49.0,11.2,998.8,3.0,5.0,6.0,1.0,1.0,1.0,6.0
51.0,214.23445,17.887085,25.658838,9.914684,1153.052,37.2,56.0,9.3,998.2,3.0,5.0,6.0,1.0,1.0,1.0,6.0
59.0,214.23445,17.887085,25.658838,9.914684,1153.052,37.3,55.0,7.4,997.5,3.0,5.0,6.0,1.0,1.0,1.0,6.0
48.0,214.23445,17.887085,25.658838,9.914684,1153.052,38.5,55.0,5.4,996.4,5.0,4.0,6.0,1.0,1.0,1.0,6.0
56.0,214.23445,17.887085,25.658838,9.914684,1153.052,36.6,57.0,7.4,997.2,3.0,5.0,6.0,1.0,1.0,1.0,6.0
51.0,214.23445,17.887085,25.658838,9.914684,1153.052,35.8,61.0,7.4,997.7,3.0,5.0,6.0,1.0,1.0,1.0,6.0
52.933334,118.525,47.415,49.465,9.105,425.0,35.3,63.0,7.6,998.4,3.0,5.0,5.0,2.0,1.0,1.0,5.0
51.7715,132.63263,16.167368,71.413155,12.5008335,1437.3684,34.7,65.0,7.4,998.9,1.0,5.0,5.0,1.0,2.0,1.0,5.0
56.0,200.51468,19.236748,32.245934,10.395698,1118.9185,34.1,68.0,7.4,999.3,1.0,5.0,6.0,1.0,1.0,1.0,6.0
51.0,200.51468,19.236748,32.245934,10.395698,1118.9185,33.9,67.0,9.4,999.6,1.0,5.0,6.0,1.0,1.0,1.0,6.0
41.0,123.0,41.8,59.94,21.2,710.0,33.1,72.0,7.4,999.7,1.0,4.0,5.0,2.0,2.0,1.0,5.0
48.227097,137.78839,26.736563,40.33922,10.8404,1461.4844,32.8,74.0,5.5,999.5,1.0,4.0,5.0,1.0,1.0,1.0,5.0
40.6,84.755,50.46,25.84,6.0466666,1170.0,32.5,72.0,7.6,999.1,2.0,4.0,4.0,2.0,1.0,1.0,4.0
48.970757,139.86955,29.701765,35.844696,11.6942,1274.6061,32.2,74.0,7.4,999.3,1.0,4.0,5.0,1.0,1.0,1.0,5.0
40.306667,121.76583,14.0425,57.280834,18.4,1676.6666,31.9,75.0,7.4,999.5,1.0,4.0,5.0,1.0,2.0,1.0,5.0
50.424545,111.17,22.285,32.73318,13.4555,1070.5,31.5,77.0,9.4,999.7,1.0,1.0,5.0,1.0,1.0,1.0,5.0
42.32797,97.37043,18.60414,44.52294,10.4934,937.3505,32.1,75.0,7.4,1000.1,2.0,4.0,4.0,1.0,1.0,1.0,4.0
36.38286,84.60333,11.38,51.201668,19.0,1670.0,32.3,71.0,9.0,1002.0,5.0,4.0,4.0,1.0,2.0,1.0,4.0
45.821297,162.4314,22.231436,38.13919,11.841935,1153.5212,33.9,66.0,9.4,1000.6,5.0,4.0,6.0,1.0,1.0,1.0,6.0
38.742332,82.87207,17.212069,23.603449,10.850435,1008.2321,35.3,60.0,3.6,1002.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0
46.02642,158.64285,21.992418,37.447014,11.789751,1146.2568,36.3,56.0,7.6,1002.0,5.0,4.0,6.0,1.0,1.0,1.0,6.0
26.0,158.64285,21.992418,37.447014,11.789751,1146.2568,37.9,52.0,5.4,999.7,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.08394,158.64285,21.992418,37.447014,11.789751,1146.2568,36.8,58.0,9.3,999.6,3.0,4.0,6.0,1.0,1.0,1.0,6.0
46.2011,158.64285,21.992418,37.447014,11.789751,1146.2568,37.3,56.0,9.3,998.9,3.0,4.0,6.0,1.0,1.0,1.0,6.0
46.321705,158.64285,21.992418,37.447014,11.789751,1146.2568,40.5,46.0,5.4,997.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
46.40113,158.64285,21.992418,37.447014,11.789751,1146.2568,38.5,51.0,9.3,997.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
46.376907,158.64285,21.992418,37.447014,11.789751,1146.2568,40.3,45.0,6.0,998.0,5.0,4.0,6.0,1.0,1.0,1.0,6.0
46.36732,158.64285,21.992418,37.447014,11.789751,1146.2568,39.5,48.0,7.6,995.6,3.0,4.0,6.0,1.0,1.0,1.0,6.0
46.357433,158.64285,21.992418,37.447014,11.789751,1146.2568,37.2,56.0,7.4,996.9,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.347237,158.64285,21.992418,37.447014,11.789751,1146.2568,36.3,59.0,7.4,997.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.48187,158.64285,21.992418,37.447014,11.789751,1146.2568,36.7,58.0,7.6,997.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.604523,158.64285,21.992418,37.447014,11.789751,1146.2568,36.0,61.0,7.4,997.9,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.64793,158.64285,21.992418,37.447014,11.789751,1146.2568,35.4,63.0,9.3,998.6,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.69281,158.64285,21.992418,37.447014,11.789751,1146.2568,35.3,62.0,13.0,999.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.635788,158.64285,21.992418,37.447014,11.789751,1146.2568,34.3,68.0,9.3,999.4,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.559223,158.64285,21.992418,37.447014,11.789751,1146.2568,33.9,69.0,9.3,999.4,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.408497,158.64285,21.992418,37.447014,11.789751,1146.2568,33.7,67.0,11.2,999.0,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.25229,158.64285,21.992418,37.447014,11.789751,1146.2568,33.4,69.0,9.3,999.2,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.090294,158.64285,21.992418,37.447014,11.789751,1146.2568,33.1,70.0,9.3,999.5,2.0,4.0,6.0,1.0,1.0,1.0,6.0
46.016525,158.64285,21.992418,37.447014,11.789751,1146.2568,32.1,76.0,5.4,999.9,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.93992,158.64285,21.992418,37.447014,11.789751,1146.2568,33.1,72.0,9.3,1000.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.93874,158.64285,21.992418,37.447014,11.789751,1146.2568,33.4,71.0,9.3,1000.8,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.557514,158.64285,21.992418,37.447014,11.789751,1146.2568,33.9,72.0,9.4,1001.3,2.0,4.0,6.0,1.0,1.0,1.0,6.0
45.160732,158.64285,21.992418,37.447014,11.789751,1146.2568,34.5,67.0,11.1,1001.4,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.414078,158.64285,21.992418,37.447014,11.789751,1146.2568,35.3,64.0,11.1,1001.4,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.465443,158.64285,21.992418,37.447014,11.789751,1146.2568,38.5,57.0,7.6,1000.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,36.2,60.0,11.1,1000.9,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,36.5,59.0,11.1,1000.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,39.5,51.0,14.8,998.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,38.8,53.0,14.8,998.3,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,38.0,55.0,13.0,998.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,37.5,58.0,14.8,1000.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,36.0,62.0,13.0,998.6,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,34.7,66.0,11.1,999.3,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,33.1,70.0,9.4,1000.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,32.7,72.0,9.3,1000.7,7.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,32.4,74.0,11.1,1001.3,7.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,31.5,77.0,14.8,1002.3,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,31.7,77.0,13.0,1001.8,7.0,4.0,6.0,1.0,1.0,1.0,6.0
44.51904,158.64285,21.992418,37.447014,11.789751,1146.2568,31.5,77.0,13.0,1001.7,8.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,30.1,81.0,11.2,1001.9,7.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,30.1,81.0,11.1,1002.2,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,30.0,82.0,11.1,1002.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,29.5,83.0,11.2,1003.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,30.6,81.0,11.1,1003.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,31.2,79.0,11.1,1003.5,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,31.9,74.0,11.2,1004.2,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,32.8,71.0,11.1,1004.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,33.6,69.0,11.1,1004.0,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,34.9,63.0,11.2,1004.1,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.68613,154.675,22.20204,39.09936,11.972515,1146.2568,34.7,65.0,13.0,1003.3,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.868313,151.47527,22.510042,40.646698,12.641487,1117.6388,34.9,65.0,13.0,1002.7,3.0,4.0,6.0,1.0,1.0,1.0,6.0
44.245483,149.51834,22.472544,41.908367,12.75283,1144.452,38.1,51.0,14.8,1001.1,3.0,4.0,5.0,1.0,1.0,1.0,5.0
44.14708,142.85284,22.690105,42.380634,12.861743,1160.8883,37.3,54.0,13.0,1000.8,3.0,4.0,5.0,1.0,1.0,1.0,5.0
44.08599,135.76491,23.187195,43.20515,12.431153,1138.3188,36.6,56.0,13.0,1000.4,3.0,4.0,5.0,1.0,1.0,1.0,5.0
43.641785,128.47289,23.136889,43.0684,12.641723,1164.1302,36.9,55.0,14.8,999.4,3.0,4.0,5.0,1.0,1.0,1.0,5.0
43.3845,119.26538,23.920666,43.516857,12.641723,1142.9966,34.8,63.0,9.3,1000.5,3.0,4.0,5.0,1.0,1.0,1.0,5.0
43.262817,110.78949,24.601871,42.748955,12.925682,1175.3251,33.7,67.0,9.3,1001.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0
35.63,55.31,7.96,17.72,12.925682,970.0,32.3,69.0,14.8,1001.9,3.0,4.0,4.0,1.0,1.0,1.0,4.0
43.313976,106.82667,23.413166,40.96117,12.925682,1160.659,32.0,71.0,13.0,1002.2,7.0,4.0,5.0,1.0,1.0,1.0,5.0
43.666668,116.5,26.433332,35.066666,17.366667,983.3333,31.7,73.0,13.0,1002.4,8.0,4.0,5.0,1.0,1.0,1.0,5.0
43.53566,107.47156,23.614511,40.568203,13.267296,1148.8373,31.7,76.0,11.2,1002.5,8.0,4.0,5.0,1.0,1.0,1.0,5.0
43.66525,107.47156,23.614511,40.568203,13.267296,1148.8373,31.2,76.0,9.3,1002.5,8.0,4.0,5.0,1.0,1.0,1.0,5.0
43.802464,107.47156,23.614511,40.568203,13.267296,1148.8373,31.0,77.0,9.3,1002.3,8.0,4.0,5.0,1.0,1.0,1.0,5.0
43.099506,107.47156,23.614511,40.568203,13.267296,1148.8373,30.5,79.0,7.6,999.5,7.0,4.0,5.0,1.0,1.0,1.0,5.0
42.352615,107.47156,23.614511,40.568203,13.267296,1148.8373,30.2,82.0,7.4,1002.2,7.0,4.0,5.0,1.0,1.0,1.0,5.0
34.5,106.0,17.2,14.6,6.4,1140.0,30.1,82.0,7.4,1002.3,7.0,4.0,5.0,1.0,1.0,1.0,5.0
